path,folder,extension,bytes,rows,modified,chipboard_id,start_time_unix,start_time_string,acq_time_s,hv_v,threshold_kev,pixet_version,mpx_type,interface
13_tue_proton_daily_batch/toa_tot__r0000028526.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T08:54:24,G07-W0050,1707800061.967,Tue Feb 13 05:54:21.967000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028491.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T08:42:34,G07-W0050,1707799351.943,Tue Feb 13 05:42:31.943000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028507.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T08:47:58,G07-W0050,1707799676.301,Tue Feb 13 05:47:56.301000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028575.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:10:58,G07-W0050,1707801055.538,Tue Feb 13 06:10:55.538000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028635.t3pa,13_tue_proton_daily_batch,.t3pa,1968,70,2024-02-13T09:31:32,G07-W0050,1707802271.488,Tue Feb 13 06:31:11.487999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028670.t3pa,13_tue_proton_daily_batch,.t3pa,1297,46,2024-02-13T09:43:20,G07-W0050,1707802979.66,Tue Feb 13 06:42:59.660000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028557.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:04:52,G07-W0050,1707800691.317,Tue Feb 13 06:04:51.316999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028677.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:45:24,G07-W0050,1707803122.306,Tue Feb 13 06:45:22.305999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028510.t3pa,13_tue_proton_daily_batch,.t3pa,1727,62,2024-02-13T08:49:18,G07-W0050,1707799737.254,Tue Feb 13 05:48:57.253999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028606.t3pa,13_tue_proton_daily_batch,.t3pa,765,27,2024-02-13T09:21:44,G07-W0050,1707801683.752,Tue Feb 13 06:21:23.752000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028520.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T08:52:22,G07-W0050,1707799940.569,Tue Feb 13 05:52:20.569000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028540.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T08:59:06,G07-W0050,1707800345.228,Tue Feb 13 05:59:05.227999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028491.t3pa,13_tue_proton_daily_batch,.t3pa,748,27,2024-02-13T08:42:52,G07-W0050,1707799351.943,Tue Feb 13 05:42:31.943000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028552.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:03:10,G07-W0050,1707800589.028,Tue Feb 13 06:03:09.028000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028487.t3pa,13_tue_proton_daily_batch,.t3pa,538,19,2024-02-13T08:41:30,G07-W0050,1707799271.007,Tue Feb 13 05:41:11.006999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028530.t3pa,13_tue_proton_daily_batch,.t3pa,1296,48,2024-02-13T08:56:02,G07-W0050,1707800142.899,Tue Feb 13 05:55:42.898999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028682.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:47:06,G07-W0050,1707803223.473,Tue Feb 13 06:47:03.473000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028523.t3pa,13_tue_proton_daily_batch,.t3pa,1788,66,2024-02-13T08:53:42,G07-W0050,1707800001.268,Tue Feb 13 05:53:21.267999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028570.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:09:16,G07-W0050,1707800954.373,Tue Feb 13 06:09:14.372999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028496.t3pa,13_tue_proton_daily_batch,.t3pa,7336,261,2024-02-13T08:44:34,G07-W0050,1707799453.735,Tue Feb 13 05:44:13.734999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028521.t3pa,13_tue_proton_daily_batch,.t3pa,1701,61,2024-02-13T08:53:02,G07-W0050,1707799960.802,Tue Feb 13 05:52:40.802000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028500.t3pa,13_tue_proton_daily_batch,.t3pa,2579,93,2024-02-13T08:45:56,G07-W0050,1707799534.668,Tue Feb 13 05:45:34.667999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028667.t3pa,13_tue_proton_daily_batch,.t3pa,595,21,2024-02-13T09:42:14,G07-W0050,1707802918.961,Tue Feb 13 06:41:58.960999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028597.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:18:24,G07-W0050,1707801501.654,Tue Feb 13 06:18:21.654000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028538.t3pa,13_tue_proton_daily_batch,.t3pa,1591,57,2024-02-13T08:58:44,G07-W0050,1707800304.763,Tue Feb 13 05:58:24.763000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028611.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:23:06,G07-W0050,1707801784.917,Tue Feb 13 06:23:04.917000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028602.t3pa,13_tue_proton_daily_batch,.t3pa,709,25,2024-02-13T09:20:22,G07-W0050,1707801602.82,Tue Feb 13 06:20:02.819999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028506.t3pa,13_tue_proton_daily_batch,.t3pa,2402,87,2024-02-13T08:47:58,G07-W0050,1707799656.068,Tue Feb 13 05:47:36.068000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028518.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T08:51:42,G07-W0050,1707799900.104,Tue Feb 13 05:51:40.104000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028633.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:30:34,G07-W0050,1707802231.007,Tue Feb 13 06:30:31.006999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028645.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:34:36,G07-W0050,1707802473.821,Tue Feb 13 06:34:33.821000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028557.t3pa,13_tue_proton_daily_batch,.t3pa,6335,225,2024-02-13T09:05:12,G07-W0050,1707800691.317,Tue Feb 13 06:04:51.316999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028640.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:32:54,G07-W0050,1707802372.656,Tue Feb 13 06:32:52.655999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028694.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:51:10,G07-W0050,1707803467.302,Tue Feb 13 06:51:07.302000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028628.t3pa,13_tue_proton_daily_batch,.t3pa,2242,83,2024-02-13T09:29:10,G07-W0050,1707802129.861,Tue Feb 13 06:28:49.861000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028680.t3pa,13_tue_proton_daily_batch,.t3pa,879,31,2024-02-13T09:46:44,G07-W0050,1707803183.007,Tue Feb 13 06:46:23.006999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028619.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:25:48,G07-W0050,1707801946.78,Tue Feb 13 06:25:46.779999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028587.t3pa,13_tue_proton_daily_batch,.t3pa,997,36,2024-02-13T09:15:20,G07-W0050,1707801299.323,Tue Feb 13 06:14:59.322999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028683.t3pa,13_tue_proton_daily_batch,.t3pa,1034,37,2024-02-13T09:47:44,G07-W0050,1707803243.705,Tue Feb 13 06:47:23.704999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028683.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:47:26,G07-W0050,1707803243.705,Tue Feb 13 06:47:23.704999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028485.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T08:40:32,G07-W0050,1707799230.524,Tue Feb 13 05:40:30.523999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028505.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T08:47:18,G07-W0050,1707799635.835,Tue Feb 13 05:47:15.835000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028659.t3pa,13_tue_proton_daily_batch,.t3pa,464,16,2024-02-13T09:39:36,G07-W0050,1707802757.093,Tue Feb 13 06:39:17.092999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028508.t3pa,13_tue_proton_daily_batch,.t3pa,1809,66,2024-02-13T08:48:38,G07-W0050,1707799696.533,Tue Feb 13 05:48:16.532999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028640.t3pa,13_tue_proton_daily_batch,.t3pa,743,26,2024-02-13T09:33:10,G07-W0050,1707802372.656,Tue Feb 13 06:32:52.655999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028625.t3pa,13_tue_proton_daily_batch,.t3pa,2596,96,2024-02-13T09:28:10,G07-W0050,1707802068.178,Tue Feb 13 06:27:48.177999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028488.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T08:41:38,G07-W0050,1707799291.242,Tue Feb 13 05:41:31.242000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028616.t3pa,13_tue_proton_daily_batch,.t3pa,980,35,2024-02-13T09:25:08,G07-W0050,1707801886.082,Tue Feb 13 06:24:46.082000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028609.t3pa,13_tue_proton_daily_batch,.t3pa,520,18,2024-02-13T09:22:44,G07-W0050,1707801744.451,Tue Feb 13 06:22:24.450999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028693.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:50:50,G07-W0050,1707803447.069,Tue Feb 13 06:50:47.069000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028470.t3pa,13_tue_proton_daily_batch,.t3pa,3268,120,2024-02-13T08:35:48,G07-W0050,1707798927.046,Tue Feb 13 05:35:27.046000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028662.t3pa,13_tue_proton_daily_batch,.t3pa,733,26,2024-02-13T09:40:38,G07-W0050,1707802817.792,Tue Feb 13 06:40:17.792000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028600.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:19:24,G07-W0050,1707801562.353,Tue Feb 13 06:19:22.352999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028531.t3pa,13_tue_proton_daily_batch,.t3pa,2045,74,2024-02-13T08:56:24,G07-W0050,1707800163.131,Tue Feb 13 05:56:03.131000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028567.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:08:16,G07-W0050,1707800893.652,Tue Feb 13 06:08:13.651999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028478.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T08:38:10,G07-W0050,1707799088.909,Tue Feb 13 05:38:08.908999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028646.t3pa,13_tue_proton_daily_batch,.t3pa,379,13,2024-02-13T09:35:12,G07-W0050,1707802494.054,Tue Feb 13 06:34:54.053999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028522.t3pa,13_tue_proton_daily_batch,.t3pa,1708,62,2024-02-13T08:53:22,G07-W0050,1707799981.035,Tue Feb 13 05:53:01.035000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028574.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:10:36,G07-W0050,1707801035.305,Tue Feb 13 06:10:35.305000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028653.t3pa,13_tue_proton_daily_batch,.t3pa,1544,55,2024-02-13T09:37:36,G07-W0050,1707802635.693,Tue Feb 13 06:37:15.693000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028578.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:11:58,G07-W0050,1707801116.237,Tue Feb 13 06:11:56.236999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028651.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:36:38,G07-W0050,1707802595.227,Tue Feb 13 06:36:35.226999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028605.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:21:08,G07-W0050,1707801663.519,Tue Feb 13 06:21:03.519000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028592.t3pa,13_tue_proton_daily_batch,.t3pa,1377,49,2024-02-13T09:16:58,G07-W0050,1707801400.489,Tue Feb 13 06:16:40.489000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028667.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:42:00,G07-W0050,1707802918.961,Tue Feb 13 06:41:58.960999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028686.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:48:26,G07-W0050,1707803304.407,Tue Feb 13 06:48:24.407000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028511.t3pa,13_tue_proton_daily_batch,.t3pa,1373,50,2024-02-13T08:49:38,G07-W0050,1707799757.487,Tue Feb 13 05:49:17.486999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028642.t3pa,13_tue_proton_daily_batch,.t3pa,624,22,2024-02-13T09:33:54,G07-W0050,1707802413.122,Tue Feb 13 06:33:33.121999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028681.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:46:48,G07-W0050,1707803203.24,Tue Feb 13 06:46:43.240000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028629.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:29:12,G07-W0050,1707802150.094,Tue Feb 13 06:29:10.094000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028601.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:19:44,G07-W0050,1707801582.586,Tue Feb 13 06:19:42.585999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028495.t3pa,13_tue_proton_daily_batch,.t3pa,5824342,187428,2024-02-13T08:44:14,G07-W0050,1707799433.299,Tue Feb 13 05:43:53.299000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028623.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:27:10,G07-W0050,1707802027.712,Tue Feb 13 06:27:07.711999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028521.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T08:52:42,G07-W0050,1707799960.802,Tue Feb 13 05:52:40.802000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028605.t3pa,13_tue_proton_daily_batch,.t3pa,1303,47,2024-02-13T09:21:24,G07-W0050,1707801663.519,Tue Feb 13 06:21:03.519000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028690.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:49:46,G07-W0050,1707803385.354,Tue Feb 13 06:49:45.354000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028626.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:28:10,G07-W0050,1707802088.411,Tue Feb 13 06:28:08.411000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028502.t3pa,13_tue_proton_daily_batch,.t3pa,2712,98,2024-02-13T08:46:36,G07-W0050,1707799575.134,Tue Feb 13 05:46:15.134000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028486.t3pa,13_tue_proton_daily_batch,.t3pa,1027,37,2024-02-13T08:41:12,G07-W0050,1707799250.774,Tue Feb 13 05:40:50.773999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028571.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:09:36,G07-W0050,1707800974.606,Tue Feb 13 06:09:34.605999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028660.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:39:40,G07-W0050,1707802777.326,Tue Feb 13 06:39:37.325999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028545.t3pa,13_tue_proton_daily_batch,.t3pa,2525,92,2024-02-13T09:01:06,G07-W0050,1707800446.394,Tue Feb 13 06:00:46.394000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028689.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:49:30,G07-W0050,1707803365.106,Tue Feb 13 06:49:25.105999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028577.t3pa,13_tue_proton_daily_batch,.t3pa,1520,54,2024-02-13T09:11:58,G07-W0050,1707801096.004,Tue Feb 13 06:11:36.003999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028512.t3pa,13_tue_proton_daily_batch,.t3pa,1232,44,2024-02-13T08:49:58,G07-W0050,1707799777.72,Tue Feb 13 05:49:37.720000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028686.t3pa,13_tue_proton_daily_batch,.t3pa,655,23,2024-02-13T09:48:46,G07-W0050,1707803304.407,Tue Feb 13 06:48:24.407000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028560.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:05:54,G07-W0050,1707800752.019,Tue Feb 13 06:05:52.019000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028696.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:51:50,G07-W0050,1707803507.767,Tue Feb 13 06:51:47.766999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028527.t3pa,13_tue_proton_daily_batch,.t3pa,1355,48,2024-02-13T08:55:04,G07-W0050,1707800082.2,Tue Feb 13 05:54:42.200000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028692.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:50:28,G07-W0050,1707803425.836,Tue Feb 13 06:50:25.835999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028594.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:17:24,G07-W0050,1707801440.94,Tue Feb 13 06:17:20.940000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028662.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:40:20,G07-W0050,1707802817.792,Tue Feb 13 06:40:17.792000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028594.t3pa,13_tue_proton_daily_batch,.t3pa,1010,36,2024-02-13T09:17:40,G07-W0050,1707801440.94,Tue Feb 13 06:17:20.940000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028631.t3pa,13_tue_proton_daily_batch,.t3pa,984,35,2024-02-13T09:30:10,G07-W0050,1707802190.56,Tue Feb 13 06:29:50.559999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028571.t3pa,13_tue_proton_daily_batch,.t3pa,2314,83,2024-02-13T09:09:56,G07-W0050,1707800974.606,Tue Feb 13 06:09:34.605999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028478.t3pa,13_tue_proton_daily_batch,.t3pa,952,34,2024-02-13T08:38:30,G07-W0050,1707799088.909,Tue Feb 13 05:38:08.908999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028537.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T08:58:06,G07-W0050,1707800284.53,Tue Feb 13 05:58:04.529999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028604.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:20:46,G07-W0050,1707801643.286,Tue Feb 13 06:20:43.286000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028668.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:42:20,G07-W0050,1707802939.194,Tue Feb 13 06:42:19.194000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028580.t3pa,13_tue_proton_daily_batch,.t3pa,622,22,2024-02-13T09:12:58,G07-W0050,1707801157.687,Tue Feb 13 06:12:37.687000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028533.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T08:56:46,G07-W0050,1707800203.598,Tue Feb 13 05:56:43.598000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028537.t3pa,13_tue_proton_daily_batch,.t3pa,756,27,2024-02-13T08:58:24,G07-W0050,1707800284.53,Tue Feb 13 05:58:04.529999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028669.t3pa.info,13_tue_proton_daily_batch,.t3pa.info,944,,2024-02-13T09:42:42,G07-W0050,1707802959.427,Tue Feb 13 06:42:39.427000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
13_tue_proton_daily_batch/toa_tot__r0000028687.t3pa,13_tue_proton_daily_batch,.t3pa,155069,5326,2024-02-13T09:49:06,G07-W0050,1707803324.64,Tue Feb 13 06:48:44.640000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
