path,folder,extension,bytes,rows,modified,chipboard_id,start_time_unix,start_time_string,acq_time_s,hv_v,threshold_kev,pixet_version,mpx_type,interface
08_thu_proton_daily_batch/toa_tot__r0000007030.t3pa,08_thu_proton_daily_batch,.t3pa,752,27,2024-02-08T07:52:00,G07-W0050,1707364298.969,Thu Feb  8 04:51:38.969000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007278.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:15:32,G07-W0050,1707369329.817,Thu Feb  8 06:15:29.816999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007210.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:52:34,G07-W0050,1707367951.957,Thu Feb  8 05:52:31.957000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007329.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:32:46,G07-W0050,1707370363.064,Thu Feb  8 06:32:43.063999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000006989.t3pa,08_thu_proton_daily_batch,.t3pa,929,33,2024-02-08T07:38:08,G07-W0050,1707363467.383,Thu Feb  8 04:37:47.382999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007081.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:08:56,G07-W0050,1707365333.884,Thu Feb  8 05:08:53.884000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007009.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T07:44:36,G07-W0050,1707363872.064,Thu Feb  8 04:44:32.063999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007231.t3pa,08_thu_proton_daily_batch,.t3pa,1063,38,2024-02-08T08:59:58,G07-W0050,1707368376.89,Thu Feb  8 05:59:36.890000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007104.t3pa,08_thu_proton_daily_batch,.t3pa,1081,39,2024-02-08T08:17:02,G07-W0050,1707365801.246,Thu Feb  8 05:16:41.246000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007097.t3pa,08_thu_proton_daily_batch,.t3pa,511,18,2024-02-08T08:14:40,G07-W0050,1707365659.614,Thu Feb  8 05:14:19.614000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007049.t3pa,08_thu_proton_daily_batch,.t3pa,1170,43,2024-02-08T07:58:24,G07-W0050,1707364683.414,Thu Feb  8 04:58:03.414000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007062.t3pa,08_thu_proton_daily_batch,.t3pa,1261,45,2024-02-08T08:02:50,G07-W0050,1707364949.458,Thu Feb  8 05:02:29.457999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007184.t3pa,08_thu_proton_daily_batch,.t3pa,680,24,2024-02-08T08:44:06,G07-W0050,1707367424.886,Thu Feb  8 05:43:44.885999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007037.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T07:54:04,G07-W0050,1707364440.602,Thu Feb  8 04:54:00.601999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007069.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:04:54,G07-W0050,1707365091.089,Thu Feb  8 05:04:51.088999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007197.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:48:10,G07-W0050,1707367688.929,Thu Feb  8 05:48:08.928999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007318.t3pa,08_thu_proton_daily_batch,.t3pa,1133,41,2024-02-08T09:29:20,G07-W0050,1707370140.485,Thu Feb  8 06:29:00.484999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007211.t3pa,08_thu_proton_daily_batch,.t3pa,1173,43,2024-02-08T08:53:12,G07-W0050,1707367972.19,Thu Feb  8 05:52:52.190000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007221.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:56:16,G07-W0050,1707368174.541,Thu Feb  8 05:56:14.540999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007164.t3pa,08_thu_proton_daily_batch,.t3pa,440,15,2024-02-08T08:37:18,G07-W0050,1707367019.21,Thu Feb  8 05:36:59.210000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007175.t3pa,08_thu_proton_daily_batch,.t3pa,598,21,2024-02-08T08:41:04,G07-W0050,1707367242.774,Thu Feb  8 05:40:42.773999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007039.t3pa,08_thu_proton_daily_batch,.t3pa,655,23,2024-02-08T07:55:00,G07-W0050,1707364481.069,Thu Feb  8 04:54:41.069000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007310.t3pa,08_thu_proton_daily_batch,.t3pa,1832,66,2024-02-08T09:26:38,G07-W0050,1707369978.619,Thu Feb  8 06:26:18.618999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007073.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:06:14,G07-W0050,1707365172.021,Thu Feb  8 05:06:12.020999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007240.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:02:40,G07-W0050,1707368558.987,Thu Feb  8 06:02:38.986999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000006992.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T07:38:50,G07-W0050,1707363528.083,Thu Feb  8 04:38:48.082999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007111.t3pa,08_thu_proton_daily_batch,.t3pa,329,11,2024-02-08T08:19:20,G07-W0050,1707365942.882,Thu Feb  8 05:19:02.881999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007035.t3pa,08_thu_proton_daily_batch,.t3pa,1420,51,2024-02-08T07:53:40,G07-W0050,1707364400.136,Thu Feb  8 04:53:20.135999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007173.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:40:04,G07-W0050,1707367202.308,Thu Feb  8 05:40:02.308000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007246.t3pa,08_thu_proton_daily_batch,.t3pa,1497,54,2024-02-08T09:05:02,G07-W0050,1707368681.37,Thu Feb  8 06:04:41.369999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007336.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:35:06,G07-W0050,1707370504.726,Thu Feb  8 06:35:04.726000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007031.t3pa,08_thu_proton_daily_batch,.t3pa,929,33,2024-02-08T07:52:20,G07-W0050,1707364319.201,Thu Feb  8 04:51:59.200999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000006982.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T07:35:28,G07-W0050,1707363325.752,Thu Feb  8 04:35:25.752000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007263.t3pa,08_thu_proton_daily_batch,.t3pa,380,13,2024-02-08T09:10:46,G07-W0050,1707369026.318,Thu Feb  8 06:10:26.318000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007098.t3pa,08_thu_proton_daily_batch,.t3pa,1358,49,2024-02-08T08:15:00,G07-W0050,1707365679.847,Thu Feb  8 05:14:39.846999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007006.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T07:43:34,G07-W0050,1707363811.364,Thu Feb  8 04:43:31.364000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007014.t3pa,08_thu_proton_daily_batch,.t3pa,1994,71,2024-02-08T07:46:34,G07-W0050,1707363973.232,Thu Feb  8 04:46:13.232000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007023.t3pa,08_thu_proton_daily_batch,.t3pa,625,22,2024-02-08T07:49:36,G07-W0050,1707364156.333,Thu Feb  8 04:49:16.332999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007272.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:13:30,G07-W0050,1707369208.42,Thu Feb  8 06:13:28.420000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007213.t3pa,08_thu_proton_daily_batch,.t3pa,899,32,2024-02-08T08:53:54,G07-W0050,1707368012.658,Thu Feb  8 05:53:32.657999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007196.t3pa,08_thu_proton_daily_batch,.t3pa,1090,39,2024-02-08T08:48:10,G07-W0050,1707367668.696,Thu Feb  8 05:47:48.696000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007266.t3pa,08_thu_proton_daily_batch,.t3pa,1610,57,2024-02-08T09:11:46,G07-W0050,1707369087.017,Thu Feb  8 06:11:27.016999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007298.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:22:18,G07-W0050,1707369735.819,Thu Feb  8 06:22:15.819000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007263.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:10:28,G07-W0050,1707369026.318,Thu Feb  8 06:10:26.318000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007236.t3pa,08_thu_proton_daily_batch,.t3pa,571,20,2024-02-08T09:01:38,G07-W0050,1707368478.055,Thu Feb  8 06:01:18.055000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007292.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:20:14,G07-W0050,1707369613.094,Thu Feb  8 06:20:13.094000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007198.t3pa,08_thu_proton_daily_batch,.t3pa,737,26,2024-02-08T08:48:50,G07-W0050,1707367709.162,Thu Feb  8 05:48:29.161999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007162.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:36:20,G07-W0050,1707366977.744,Thu Feb  8 05:36:17.743999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007008.t3pa,08_thu_proton_daily_batch,.t3pa,762,27,2024-02-08T07:44:32,G07-W0050,1707363851.83,Thu Feb  8 04:44:11.829999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007017.t3pa,08_thu_proton_daily_batch,.t3pa,813,29,2024-02-08T07:47:36,G07-W0050,1707364034.93,Thu Feb  8 04:47:14.930000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007237.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:01:42,G07-W0050,1707368498.288,Thu Feb  8 06:01:38.288000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007102.t3pa,08_thu_proton_daily_batch,.t3pa,1692,61,2024-02-08T08:16:20,G07-W0050,1707365760.779,Thu Feb  8 05:16:00.779000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007139.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:28:32,G07-W0050,1707366510.416,Thu Feb  8 05:28:30.415999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007196.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:47:50,G07-W0050,1707367668.696,Thu Feb  8 05:47:48.696000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007200.t3pa,08_thu_proton_daily_batch,.t3pa,1128,40,2024-02-08T08:49:30,G07-W0050,1707367749.628,Thu Feb  8 05:49:09.628000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000006995.t3pa,08_thu_proton_daily_batch,.t3pa,2307,83,2024-02-08T07:40:08,G07-W0050,1707363588.766,Thu Feb  8 04:39:48.766000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007279.t3pa,08_thu_proton_daily_batch,.t3pa,2385,86,2024-02-08T09:16:12,G07-W0050,1707369350.066,Thu Feb  8 06:15:50.065999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007157.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:34:48,G07-W0050,1707366876.579,Thu Feb  8 05:34:36.578999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007116.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:20:46,G07-W0050,1707366044.048,Thu Feb  8 05:20:44.048000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000006999.t3pa,08_thu_proton_daily_batch,.t3pa,2419,87,2024-02-08T07:41:30,G07-W0050,1707363669.716,Thu Feb  8 04:41:09.716000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007077.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:07:34,G07-W0050,1707365252.953,Thu Feb  8 05:07:32.953000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007182.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:43:06,G07-W0050,1707367384.404,Thu Feb  8 05:43:04.404000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000006986.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T07:36:48,G07-W0050,1707363406.684,Thu Feb  8 04:36:46.684000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007225.t3pa,08_thu_proton_daily_batch,.t3pa,995,36,2024-02-08T08:57:54,G07-W0050,1707368255.473,Thu Feb  8 05:57:35.473000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007175.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:40:44,G07-W0050,1707367242.774,Thu Feb  8 05:40:42.773999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007201.t3pa,08_thu_proton_daily_batch,.t3pa,1070,38,2024-02-08T08:49:50,G07-W0050,1707367769.861,Thu Feb  8 05:49:29.861000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000006982.t3pa,08_thu_proton_daily_batch,.t3pa,3063,111,2024-02-08T07:35:46,G07-W0050,1707363325.752,Thu Feb  8 04:35:25.752000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007314.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:27:42,G07-W0050,1707370059.553,Thu Feb  8 06:27:39.552999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007111.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:19:04,G07-W0050,1707365942.882,Thu Feb  8 05:19:02.881999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007185.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:44:08,G07-W0050,1707367445.119,Thu Feb  8 05:44:05.118999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000006998.t3pa,08_thu_proton_daily_batch,.t3pa,1323,47,2024-02-08T07:41:10,G07-W0050,1707363649.483,Thu Feb  8 04:40:49.483000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007101.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:15:42,G07-W0050,1707365740.546,Thu Feb  8 05:15:40.546000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007173.t3pa,08_thu_proton_daily_batch,.t3pa,627,22,2024-02-08T08:40:22,G07-W0050,1707367202.308,Thu Feb  8 05:40:02.308000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007321.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:30:02,G07-W0050,1707370201.184,Thu Feb  8 06:30:01.184000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007004.t3pa,08_thu_proton_daily_batch,.t3pa,756,27,2024-02-08T07:43:12,G07-W0050,1707363770.882,Thu Feb  8 04:42:50.881999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007243.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:03:48,G07-W0050,1707368620.671,Thu Feb  8 06:03:40.671000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007216.t3pa,08_thu_proton_daily_batch,.t3pa,1293,46,2024-02-08T08:54:54,G07-W0050,1707368073.36,Thu Feb  8 05:54:33.359999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007144.t3pa,08_thu_proton_daily_batch,.t3pa,814,29,2024-02-08T08:30:32,G07-W0050,1707366611.583,Thu Feb  8 05:30:11.582999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007058.t3pa,08_thu_proton_daily_batch,.t3pa,1873,68,2024-02-08T08:01:28,G07-W0050,1707364866.526,Thu Feb  8 05:01:06.526000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007208.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:51:56,G07-W0050,1707367911.491,Thu Feb  8 05:51:51.490999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007288.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:18:54,G07-W0050,1707369532.162,Thu Feb  8 06:18:52.161999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007260.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:09:28,G07-W0050,1707368965.618,Thu Feb  8 06:09:25.618000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007247.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:05:04,G07-W0050,1707368702.589,Thu Feb  8 06:05:02.588999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007151.t3pa,08_thu_proton_daily_batch,.t3pa,759,27,2024-02-08T08:32:56,G07-W0050,1707366755.182,Thu Feb  8 05:32:35.181999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007059.t3pa,08_thu_proton_daily_batch,.t3pa,1634,59,2024-02-08T08:01:48,G07-W0050,1707364886.759,Thu Feb  8 05:01:26.759000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007072.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:05:54,G07-W0050,1707365151.788,Thu Feb  8 05:05:51.788000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007158.t3pa,08_thu_proton_daily_batch,.t3pa,1299,46,2024-02-08T08:35:18,G07-W0050,1707366896.813,Thu Feb  8 05:34:56.812999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007011.t3pa,08_thu_proton_daily_batch,.t3pa,649,23,2024-02-08T07:45:34,G07-W0050,1707363912.531,Thu Feb  8 04:45:12.530999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007261.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T09:09:48,G07-W0050,1707368985.851,Thu Feb  8 06:09:45.851000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007163.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:36:40,G07-W0050,1707366997.977,Thu Feb  8 05:36:37.976999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007000.t3pa,08_thu_proton_daily_batch,.t3pa,1155,42,2024-02-08T07:41:50,G07-W0050,1707363689.95,Thu Feb  8 04:41:29.950000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007337.t3pa,08_thu_proton_daily_batch,.t3pa,2651,96,2024-02-08T09:35:46,G07-W0050,1707370524.961,Thu Feb  8 06:35:24.960999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007199.t3pa,08_thu_proton_daily_batch,.t3pa,464,16,2024-02-08T08:49:06,G07-W0050,1707367729.395,Thu Feb  8 05:48:49.394999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007152.t3pa,08_thu_proton_daily_batch,.t3pa,1197,43,2024-02-08T08:33:16,G07-W0050,1707366775.415,Thu Feb  8 05:32:55.414999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007117.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:21:08,G07-W0050,1707366064.281,Thu Feb  8 05:21:04.280999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007316.t3pa,08_thu_proton_daily_batch,.t3pa,1015,36,2024-02-08T09:28:42,G07-W0050,1707370100.019,Thu Feb  8 06:28:20.019000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007286.t3pa,08_thu_proton_daily_batch,.t3pa,794,28,2024-02-08T09:18:32,G07-W0050,1707369491.696,Thu Feb  8 06:18:11.696000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007074.t3pa,08_thu_proton_daily_batch,.t3pa,905,32,2024-02-08T08:06:50,G07-W0050,1707365192.254,Thu Feb  8 05:06:32.253999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007105.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T08:17:04,G07-W0050,1707365821.479,Thu Feb  8 05:17:01.479000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007186.t3pa,08_thu_proton_daily_batch,.t3pa,784,28,2024-02-08T08:44:46,G07-W0050,1707367465.352,Thu Feb  8 05:44:25.351999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007052.t3pa,08_thu_proton_daily_batch,.t3pa,2203,80,2024-02-08T07:59:26,G07-W0050,1707364744.113,Thu Feb  8 04:59:04.112999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007323.t3pa,08_thu_proton_daily_batch,.t3pa,1418,51,2024-02-08T09:31:02,G07-W0050,1707370241.65,Thu Feb  8 06:30:41.650000 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007304.t3pa,08_thu_proton_daily_batch,.t3pa,2024,73,2024-02-08T09:24:38,G07-W0050,1707369857.218,Thu Feb  8 06:24:17.217999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007269.t3pa,08_thu_proton_daily_batch,.t3pa,932,33,2024-02-08T09:12:48,G07-W0050,1707369147.721,Thu Feb  8 06:12:27.720999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
08_thu_proton_daily_batch/toa_tot__r0000007027.t3pa.info,08_thu_proton_daily_batch,.t3pa.info,944,,2024-02-08T07:50:40,G07-W0050,1707364237.267,Thu Feb  8 04:50:37.266999 2024,20.0,80.0,3.49132,1.8.0,4,MiniPIX
