best_step,best_val_energy_path_relative_l2,checkpoint,duration_s,metrics,path_points,run,shape_latent_dim,test_center_l2,test_diff_relative_l2,test_energy_path_relative_l2,test_energy_sum_relative_l1,test_loss,test_path_relative_l2,test_transform_l2,transform_dim,experiment_label
30000,0.03998502716422081,local_data/experiments/phase2_structured_transform_ae_eps5_shape8_long/runs/structured_transform_ae_shape8_t7_p128_h1024/checkpoint.pt,103.21447133901529,local_data/experiments/phase2_structured_transform_ae_eps5_shape8_long/runs/structured_transform_ae_shape8_t7_p128_h1024/metrics.csv,128,structured_transform_ae_shape8_t7_p128_h1024,8,0.00012921599409310147,0.4465358592569828,0.03246149350889027,0.001266902792849578,0.1805425975471735,0.03308700432535261,0.4595778286457062,7,old_shape8_h1024_uniform
50000,0.04551508044824004,local_data/experiments/phase2_structured_transform_ae_eps5_shape8_outer_balanced/runs/structured_transform_ae_shape8_t7_p128_h1536/checkpoint.pt,255.05270250118338,local_data/experiments/phase2_structured_transform_ae_eps5_shape8_outer_balanced/runs/structured_transform_ae_shape8_t7_p128_h1536/metrics.csv,128,structured_transform_ae_shape8_t7_p128_h1536,8,0.00016291778138111113,0.4753177147358656,0.037647049874067307,0.002574174097389914,0.19903110526502132,0.03857029811479151,0.3277662266045809,7,outer_h1536_balanced_aug
28000,0.04445910872891545,local_data/experiments/phase2_structured_transform_ae_eps5_shape8_outer_mild/runs/structured_transform_ae_shape8_t7_p128_h1536/checkpoint.pt,198.00567680993117,local_data/experiments/phase2_structured_transform_ae_eps5_shape8_outer_mild/runs/structured_transform_ae_shape8_t7_p128_h1536/metrics.csv,128,structured_transform_ae_shape8_t7_p128_h1536,8,0.00044837848508905154,0.4717841111123562,0.03682432253845036,0.0033221191552001983,0.19656505528837442,0.03781004622578621,0.2929262835532427,7,outer_h1536_balanced_mild
60000,0.03860716428607702,local_data/experiments/phase2_structured_transform_ae_eps5_shape8_outer_uniform/runs/structured_transform_ae_shape8_t7_p128_h1536/checkpoint.pt,232.38772298884578,local_data/experiments/phase2_structured_transform_ae_eps5_shape8_outer_uniform/runs/structured_transform_ae_shape8_t7_p128_h1536/metrics.csv,128,structured_transform_ae_shape8_t7_p128_h1536,8,0.000103307570952893,0.4406702183187008,0.031648120610043406,0.001137579070928041,0.17741055693477392,0.03232974058482796,0.5291548781096935,7,outer_h1536_uniform
